SK_ID_CURR,TARGET,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY
105354,0,F,0,45000,71955,7245,67500,0.025164,-19919,-3622,-3086,-3121,,1,1,1,1,0,0,2,2,2,9,0,0,0,0,0,0
105355,0,M,0,112500,76410,8356.5,67500,0.022625,-11848,-3063,-131,-3562,22,1,1,1,1,1,0,2,2,2,11,0,0,0,0,1,1
105356,0,F,0,135000,808650,23773.5,675000,0.016612,-18839,-5962,-8913,-2379,,1,1,0,1,1,0,2,2,2,9,0,0,0,0,0,0
105358,0,F,0,112500,202500,10125,202500,0.02461,-19846,-5393,-3315,-1767,,1,1,0,1,0,0,2,2,2,10,0,0,0,0,0,0
105360,0,F,0,157500,509602.5,26149.5,387000,0.02461,-21034,365243,-7121,-3982,,1,0,0,1,1,0,2,2,2,11,0,0,0,0,0,0
105361,0,F,0,202500,900000,60390,900000,0.035792,-19494,-4780,-7773,-3048,6,1,1,0,1,1,0,1,2,2,18,0,0,0,0,0,0
105362,0,F,0,90000,152820,10341,135000,0.008474,-15719,-2610,-4460,-5916,23,1,1,1,1,1,0,2,2,2,13,0,0,0,0,1,1
105363,1,F,0,112500,450000,20979,450000,0.020713,-13744,-980,-6649,-681,9,1,1,0,1,1,0,2,3,3,13,0,0,0,0,0,0
105364,0,F,0,135000,284400,18643.5,225000,0.011703,-9585,-1314,-9585,-2248,,1,1,0,1,0,0,1,2,2,16,0,0,0,1,1,0
105365,0,M,1,157500,269550,21609,225000,0.031329,-11797,-3398,-5764,-3384,6,1,1,0,1,0,0,3,2,2,7,0,0,0,0,0,0
105368,0,F,0,135000,338832,17428.5,292500,0.010147,-16949,365243,-4926,-503,,1,0,0,1,0,0,2,2,2,9,0,0,0,0,0,0
105369,0,F,1,247500,405000,20250,405000,0.035792,-16175,-4259,-3909,-5492,,1,1,0,1,0,0,2,2,2,13,0,0,0,0,0,0
105371,0,F,2,117000,894766.5,29700,679500,0.035792,-11148,-1330,-5701,-2914,5,1,1,0,1,0,0,4,2,2,12,0,0,0,0,1,1
105372,0,F,1,90000,330048,15516,216000,0.025164,-14171,-2307,-1512,-4030,,1,1,0,1,0,0,3,2,2,17,0,0,0,0,0,0
105373,0,F,0,157500,1078200,31653,900000,0.01885,-18650,-1892,-10111,-1838,,1,1,0,1,0,0,1,2,2,11,0,0,0,0,0,0
105374,0,M,0,270000,1096020,56092.5,900000,0.032561,-9906,-2741,-9872,-2542,,1,1,0,1,1,0,2,1,1,18,0,0,0,0,0,0
105375,0,M,0,180000,755190,36459,675000,0.018801,-12546,-1009,-41,-1694,,1,1,0,1,0,0,2,2,2,16,0,0,0,0,0,0
105376,0,F,0,162000,607500,26887.5,607500,0.01452,-22299,365243,-2233,-2303,,1,0,0,1,1,0,2,2,2,10,0,0,0,0,0,0
105378,0,M,0,135000,391090.5,16699.5,297000,0.022625,-22139,-735,-8144,-5293,6,1,1,0,1,0,0,1,2,2,15,0,0,0,0,1,1
105379,1,F,2,189000,896647.5,45909,787500,0.008019,-17979,-3590,-4546,-1270,,1,1,0,1,0,1,4,2,2,13,0,0,0,0,0,0
105380,0,M,1,180000,904500,29178,904500,0.035792,-13964,-339,-1028,-4694,,1,1,1,1,0,0,3,2,2,15,0,0,0,0,0,0
105381,0,F,0,36000,123993,8946,103500,0.025164,-23977,365243,-3736,-4149,,1,0,0,1,0,0,2,2,2,11,0,0,0,0,0,0
105382,0,M,0,112500,270000,13500,270000,0.019689,-11869,-530,-7913,-4374,7,1,1,0,1,0,0,1,2,2,15,0,0,0,0,0,0
105383,1,F,0,202500,454500,17739,454500,0.035792,-15071,-1996,-2473,-3206,,1,1,0,1,0,0,1,2,2,14,0,0,0,0,0,0
105384,0,F,0,1350000,405000,20250,405000,0.018801,-14781,-4768,-3469,-4045,11,1,1,0,1,0,0,2,2,2,12,0,0,0,0,0,0
105385,0,F,0,135000,296280,16200,225000,0.04622,-22751,-4219,-7582,-5040,,1,1,1,1,1,0,1,1,1,12,0,0,0,0,0,0
105386,0,M,0,225000,149256,17842.5,135000,0.007274,-10244,-222,-631,-1276,8,1,1,0,1,1,1,1,2,2,15,0,0,0,0,0,0
105387,0,F,1,27000,112500,5409,112500,0.01452,-15790,-2758,-4875,-4875,,1,1,0,1,0,0,3,2,2,7,0,0,0,0,0,0
105388,0,F,0,112500,592560,28638,450000,0.04622,-23686,365243,-14042,-4464,,1,0,0,1,0,0,1,1,1,12,0,0,0,0,0,0
105389,0,F,1,247500,157500,7875,157500,0.072508,-14934,-3559,-9046,-5734,,1,1,0,1,0,0,3,1,1,15,0,0,0,0,0,0
105391,0,F,0,135000,528633,20965.5,472500,0.005084,-19903,-270,-10001,-3373,,1,1,0,1,1,0,1,2,2,13,0,0,0,0,0,0
105392,0,M,0,193500,545040,26509.5,450000,0.00733,-23643,365243,-4184,-5216,14,1,0,0,1,1,0,2,2,2,10,0,0,0,0,0,0
105393,0,M,0,180000,254700,20250,225000,0.020713,-9940,-1214,-854,-2508,,1,1,1,1,1,0,2,3,3,11,0,0,0,0,1,1
105394,0,M,1,108000,284391,22801.5,225000,0.019689,-9122,-759,-9060,-1788,,1,1,0,1,0,1,3,2,2,10,0,0,0,1,1,0
105395,0,M,0,112500,454500,14791.5,454500,0.015221,-14220,-1715,-8154,-5050,12,1,1,0,1,0,0,2,2,2,10,0,0,0,0,1,1
105396,0,F,0,180000,675000,22437,675000,0.035792,-15979,-5466,-8792,-4811,13,1,1,0,1,0,0,1,2,2,12,0,0,0,0,1,1
105397,0,F,0,180000,512064,25033.5,360000,0.018801,-12858,-707,-569,-600,64,1,1,0,1,0,0,1,2,2,9,0,0,0,0,0,0
105398,0,F,1,135000,497520,33376.5,450000,0.0228,-11223,-374,-2378,-1794,6,1,1,1,1,1,0,2,2,2,8,0,0,0,0,0,0
105400,0,M,0,292500,250272,15439.5,198000,0.010006,-17123,-5291,-559,-671,1,1,1,0,1,0,0,2,2,1,11,0,0,0,0,0,0
105401,0,F,0,270000,503266.5,49158,463500,0.032561,-15566,-5475,-7242,-5634,4,1,1,0,1,1,0,1,1,1,19,0,0,0,0,0,0
105402,0,F,0,67500,545040,25537.5,450000,0.035792,-19413,-8071,-2548,-2968,,1,1,0,1,0,0,1,2,2,8,0,0,0,0,0,0
105405,0,F,0,166500,677664,34731,585000,0.04622,-19164,-12434,-13028,-2695,15,1,1,0,1,0,0,2,1,1,13,0,1,1,0,0,0
105406,0,M,0,135000,450000,22018.5,450000,0.0228,-21961,365243,-1969,-4599,,1,0,0,1,1,0,1,2,2,11,0,0,0,0,0,0
105407,0,F,1,126000,284400,14854.5,225000,0.019689,-15468,-6978,-3909,-6005,,1,1,0,1,1,0,3,2,2,12,0,0,0,0,0,0
105408,0,F,1,121500,807984,31576.5,697500,0.022625,-13586,-3611,-7010,-1548,,1,1,1,1,0,0,3,2,2,17,0,0,0,1,1,0
105409,0,F,1,67500,675000,26770.5,675000,0.035792,-23827,365243,-12031,-4386,,1,0,0,1,0,0,2,2,2,13,0,0,0,0,0,0
105410,1,F,1,157500,909697.5,46579.5,747000,0.018634,-12669,-2938,-6129,-2750,,1,1,0,1,0,0,3,2,2,13,0,0,0,1,1,0
105411,0,F,1,157500,1223010,48631.5,1125000,0.01885,-12785,-960,-6629,-3408,14,1,1,0,1,0,0,3,2,2,10,0,0,0,0,1,1
105412,0,F,0,58500,545040,19575,450000,0.009334,-22143,365243,-8849,-4721,,1,0,0,1,1,0,2,2,2,14,0,0,0,0,0,0
105413,0,F,0,180000,1042560,34587,900000,0.025164,-14539,-1780,-8652,-5075,0,1,1,0,1,0,0,1,2,2,15,0,0,0,0,0,0
105415,0,M,0,315000,685386,50004,585000,0.018801,-8633,-561,-1083,-1308,,1,1,0,1,0,1,1,2,2,11,0,0,0,0,0,0
105416,0,F,0,56250,239850,23494.5,225000,0.072508,-24626,365243,-10375,-4666,5,1,0,0,1,1,0,1,1,1,13,0,0,0,0,0,0
105418,0,M,0,135000,247500,12375,247500,0.04622,-20167,365243,-7336,-3507,14,1,0,0,1,0,0,2,1,1,15,0,0,0,0,0,0
105419,0,F,1,180000,545040,43191,450000,0.019689,-19038,-5275,-748,-1796,4,1,1,0,1,0,0,3,2,2,9,0,0,0,0,0,0
105420,0,M,0,135000,562500,27058.5,562500,0.030755,-16779,-4353,-280,-307,,1,1,1,1,1,0,1,2,2,9,0,0,0,0,0,0
105421,0,F,2,157500,755190,33394.5,675000,0.020246,-13350,-459,-2535,-4494,16,1,1,0,1,1,0,4,3,3,10,0,0,0,0,0,0
105422,0,M,2,90000,380533.5,20772,328500,0.00702,-14049,-2374,-248,-4264,,1,1,1,1,1,0,4,2,2,9,0,0,0,0,0,0
105423,0,F,0,67500,221832,8095.5,175500,0.030755,-19998,365243,-1147,-3523,,1,0,0,1,0,0,2,2,2,10,0,0,0,0,0,0
105424,0,F,0,112500,728460,44694,675000,0.00496,-17031,-1271,-6320,-565,,1,1,0,1,0,0,2,2,2,18,0,0,0,0,1,1
105426,0,M,1,112500,332946,14796,238500,0.003122,-13072,-2938,-6899,-4110,27,1,1,0,1,0,0,3,3,3,14,0,0,0,0,1,1
105427,0,F,0,81000,117000,6475.5,117000,0.010147,-8613,-118,-347,-1291,,1,1,1,1,1,0,2,2,2,8,0,0,0,0,0,0
105428,0,M,0,229500,1056447,31018.5,922500,0.035792,-8630,-547,-88,-1244,,1,1,0,1,0,0,2,2,2,12,0,0,0,0,0,0
105429,0,F,0,157500,536917.5,16407,463500,0.01885,-20975,365243,-13147,-4459,,1,0,0,1,0,0,2,2,2,10,0,0,0,0,0,0
105430,0,M,0,112500,360000,25600.5,360000,0.01452,-17226,-1012,-4092,-759,13,1,1,1,1,0,0,2,2,2,9,0,0,0,0,0,0
105431,0,F,2,450000,790830,62613,675000,0.072508,-13702,-7087,-5512,-4843,,1,1,0,1,0,0,3,1,1,15,0,0,0,0,0,0
105432,0,F,1,126000,653328,21073.5,468000,0.016612,-14225,-3027,-8056,-4132,,1,1,0,1,0,0,3,2,2,14,0,0,0,0,0,0
105433,0,F,0,135000,848745,36090,675000,0.035792,-20406,-427,-2086,-2076,11,1,1,0,1,0,1,1,2,2,10,0,0,0,0,0,0
105434,0,F,2,135000,675000,26284.5,675000,0.002042,-10152,-347,-1807,-1820,,1,1,0,1,0,0,4,3,3,9,0,0,0,1,1,0
105435,0,F,1,112500,202500,10125,202500,0.016612,-11668,-969,-5990,-3130,,1,1,0,1,1,0,3,2,2,16,0,0,0,1,1,0
105436,0,F,0,135000,167895,16735.5,157500,0.018634,-19341,-961,-8137,-2792,,1,1,1,1,1,0,2,2,2,12,0,0,0,0,0,0
105437,0,F,0,405000,1056681,44901,972000,0.006852,-18668,-5718,-4035,-2214,4,1,1,0,1,0,0,2,3,3,10,0,0,0,0,0,0
105438,0,F,0,112500,467257.5,15313.5,328500,0.02461,-8406,-1659,-244,-1065,,1,1,0,1,0,0,2,2,2,10,0,0,0,0,0,0
105439,0,F,1,180000,108072,6331.5,85500,0.035792,-18548,-1389,-8819,-1854,12,1,1,0,1,0,0,3,2,2,11,0,0,0,0,0,0
105440,0,F,2,117000,113746.5,9247.5,103500,0.01885,-10043,-93,-439,-1201,13,1,1,0,1,0,0,4,2,2,17,0,0,0,1,1,1
105441,0,F,1,148500,286704,22648.5,247500,0.072508,-8872,-1199,-8831,-1019,8,1,1,0,1,1,0,3,1,1,15,0,0,0,0,0,0
105442,0,M,0,450000,1635120,56965.5,1350000,0.072508,-20193,-1169,-160,-3521,,1,1,0,1,1,1,2,1,1,10,0,0,0,0,0,0
105443,1,M,2,180000,790434,40486.5,706500,0.04622,-14444,-292,-2351,-791,9,1,1,0,1,0,0,3,1,1,15,0,0,0,1,1,0
105444,1,F,2,157500,808650,31464,675000,0.010006,-13176,-944,-670,-740,,1,1,1,1,1,0,4,2,2,10,0,0,0,0,0,0
105445,0,F,1,225000,270000,13500,270000,0.006671,-12271,-879,-5991,-1350,5,1,1,0,1,0,0,3,2,2,17,0,0,0,0,0,0
105446,0,F,0,112500,45000,4846.5,45000,0.0228,-9616,-1315,-4485,-2274,,1,1,1,1,1,0,1,2,2,12,0,0,0,0,0,0
105447,0,F,2,90000,755190,30078,675000,0.04622,-13898,-1959,-7734,-1330,,1,1,0,1,0,0,4,1,1,14,0,0,0,0,1,1
105448,0,F,0,184500,405000,32125.5,405000,0.028663,-20136,365243,-10440,-3561,,1,0,0,1,1,0,1,2,2,12,0,0,0,0,0,0
105449,0,F,0,135000,270000,13500,270000,0.014464,-12122,-3560,-6028,-4597,,1,1,0,1,0,0,1,2,2,11,0,0,0,1,1,0
105450,0,M,0,135000,405000,19611,405000,0.00963,-8347,-1645,-275,-930,12,1,1,0,1,0,0,1,2,2,9,0,0,0,0,0,0
105451,0,M,0,270000,454500,33979.5,454500,0.019101,-13120,-1057,-1561,-616,9,1,1,0,1,0,0,2,2,2,11,0,0,0,0,0,0
105453,0,F,1,270000,1125000,36292.5,1125000,0.010006,-14252,-4670,-813,-2436,,1,1,1,1,1,0,3,2,1,9,0,0,0,0,0,0
105455,1,F,0,270000,835380,40320,675000,0.020713,-17873,-4100,-4447,-1414,,1,1,0,1,0,0,2,3,2,14,0,0,0,0,0,0
105457,0,F,1,135000,611095.5,29529,486000,0.008019,-13858,-1290,-6648,-1251,,1,1,0,1,0,1,3,2,2,10,0,0,0,0,1,1
105458,0,F,0,202500,760225.5,32337,679500,0.020246,-21055,365243,-9341,-4592,,1,0,0,1,0,0,2,3,3,9,0,0,0,0,0,0
105459,0,F,0,180000,544491,17694,454500,0.072508,-14445,-399,-8517,-4833,,1,1,0,1,1,0,2,1,1,17,0,0,0,0,0,0
105460,0,F,0,135000,755190,28116,675000,0.014464,-10874,-239,-4787,-1199,9,1,1,0,1,0,0,2,2,2,9,0,0,0,0,0,0
105461,0,F,0,99000,314100,19111.5,225000,0.009549,-12605,-4925,-11842,-2608,,1,1,0,1,0,0,2,2,2,15,0,0,0,0,0,0
105462,0,F,0,225000,267102,21105,247500,0.030755,-18184,-534,-4273,-1707,,1,1,0,1,0,0,2,2,2,10,0,0,0,0,0,0
105463,0,F,1,81000,76410,9198,67500,0.018209,-11846,-423,-5429,-2953,,1,1,1,1,0,0,3,3,3,14,0,0,0,0,0,0
105464,0,F,0,135000,500211,26779.5,463500,0.020713,-17506,-2431,-5618,-1061,,1,1,0,1,0,0,2,3,2,10,0,0,0,0,0,0
105465,0,M,0,126000,544491,17694,454500,0.028663,-18573,-2125,-2713,-2133,14,1,1,1,1,1,0,2,2,2,7,0,0,0,0,1,1
105466,0,M,0,162000,285723,26334,238500,0.02461,-10020,-536,-1366,-2674,,1,1,1,1,1,1,2,2,2,12,0,0,0,0,0,0
105467,0,F,1,112500,270000,13500,270000,0.026392,-9877,-2836,-76,-1951,7,1,1,0,1,0,0,2,2,2,15,0,0,0,0,0,0
105468,0,M,1,180000,188478,19921.5,166500,0.04622,-16987,-2020,-6404,-544,16,1,1,0,1,1,0,3,1,1,11,0,0,0,0,0,0
105469,0,F,0,315000,454500,25375.5,454500,0.04622,-19670,-4096,-13319,-3091,,1,1,0,1,1,0,2,1,1,12,0,0,0,0,0,0
105472,1,F,0,126000,835380,40320,675000,0.002506,-18916,365243,-1010,-1740,,1,0,0,1,0,0,1,2,2,2,0,0,0,0,0,0
105473,0,M,1,270000,1185282,38367,1035000,0.010556,-10705,-1704,-1463,-3397,7,1,1,0,1,0,0,3,3,3,13,0,0,0,0,0,0
105474,0,F,0,68886,135000,14305.5,135000,0.019689,-20111,365243,-2546,-3594,,1,0,0,1,0,0,2,2,2,11,0,0,0,0,0,0
105475,0,F,0,81000,143910,15111,135000,0.019101,-13145,-3307,-442,-4267,,1,1,0,1,1,0,1,2,2,20,0,0,0,0,0,0
105476,0,F,0,90000,339241.5,12919.5,238500,0.020713,-19571,-3394,-9978,-3134,,1,1,1,1,0,0,2,3,3,7,0,0,0,0,0,0
105477,0,F,0,157500,1180129.5,34636.5,1030500,0.009175,-17859,-2542,-6195,-1411,3,1,1,0,1,0,0,2,2,2,11,0,0,0,0,0,0
105478,0,F,1,148500,426384,45373.5,405000,0.020713,-9485,-1443,-638,-2178,,1,1,1,1,0,0,3,3,3,12,0,0,0,1,1,0
105479,0,F,0,90000,545040,19575,450000,0.072508,-20951,365243,-4637,-3972,,1,0,0,1,0,0,1,1,1,14,0,0,0,0,0,0
105480,0,F,0,99000,432661.5,23467.5,373500,0.028663,-10276,-590,-2737,-2653,,1,1,1,1,0,0,2,2,2,18,0,0,0,0,0,0
105481,0,F,0,207000,170640,11034,135000,0.019101,-11125,-675,-4997,-3033,9,1,1,0,1,0,0,2,2,2,18,0,0,0,0,0,0
105482,0,F,0,445500,728460,58405.5,675000,0.011657,-13011,-1810,-4943,-1052,4,1,1,0,1,1,0,1,1,1,9,1,1,0,1,1,0
105484,0,F,1,135000,314100,17037,225000,0.020713,-11736,-1469,-6005,-3561,,1,1,0,1,0,0,3,3,3,8,0,0,0,0,0,0
105485,0,M,0,112500,430582.5,28903.5,355500,0.008068,-10368,-382,-3017,-3049,,1,1,0,1,0,0,2,3,3,6,0,0,0,1,1,0
105486,0,M,2,450000,473760,53581.5,450000,0.010643,-16583,-4652,-1384,-107,8,1,1,0,1,0,0,4,2,2,13,1,1,0,1,1,0
105487,0,M,0,180000,687600,18265.5,450000,0.00733,-8741,-1729,-3216,-1398,11,1,1,0,1,0,0,1,2,2,15,0,0,0,0,0,0
105488,0,M,2,135000,405000,20250,405000,0.035792,-17897,-3802,-8471,-1449,11,1,1,0,1,0,0,4,2,2,10,0,0,0,0,0,0
105489,0,F,0,720000,2013840,55377,1800000,0.04622,-19130,-10928,-3132,-2667,6,1,1,1,1,1,0,2,1,1,12,0,1,1,0,1,1
105490,0,F,0,225000,1006920,42790.5,900000,0.04622,-11989,-4443,-5703,-1991,,1,1,0,1,0,0,1,1,1,18,0,0,0,1,1,0
105491,0,M,0,90000,254700,14350.5,225000,0.020713,-22159,365243,-6901,-4500,,1,0,0,1,0,0,2,3,2,8,0,0,0,0,0,0
105492,0,F,1,90000,247500,12375,247500,0.008068,-15988,-4080,-3497,-1624,,1,1,0,1,1,0,2,3,3,8,0,0,0,0,0,0
105494,0,F,0,135000,1190340,60597,1125000,0.005084,-18530,-637,-181,-2077,,1,1,0,1,0,0,2,2,2,17,0,0,0,0,0,0
105495,0,F,0,135000,495000,25402.5,495000,0.015221,-13670,-5865,-5537,-5564,3,1,1,0,1,1,0,2,2,2,10,0,0,0,0,1,1
105496,1,F,0,135000,801000,23548.5,801000,0.028663,-19176,365243,-2556,-2712,,1,0,0,1,0,0,2,2,2,7,0,0,0,0,0,0
105497,0,M,1,112500,545040,26640,450000,0.006305,-17163,-539,-2585,-701,,1,1,0,1,0,0,3,3,3,7,0,0,0,0,0,0
105498,0,F,0,144000,263686.5,29880,238500,0.018634,-18939,-12255,-6743,-2378,,1,1,0,1,0,0,1,2,2,16,0,0,0,0,0,0
105499,0,M,2,121500,247500,12375,247500,0.030755,-14441,-5125,-3441,-24,5,1,1,1,1,1,0,4,2,2,11,0,0,0,0,0,0
105500,0,F,0,270000,604152,45301.5,540000,0.030755,-12201,-184,-407,-644,,1,1,0,1,0,0,2,2,2,16,0,0,0,0,0,0
105501,0,F,1,135000,1113840,44302.5,900000,0.006629,-18130,-5134,-4007,-1650,9,1,1,0,1,0,0,3,2,2,10,0,0,0,0,0,0
105502,0,F,0,157500,625536,20803.5,540000,0.010006,-21096,-12075,-6524,-4386,3,1,1,1,1,1,0,2,2,2,14,0,0,0,0,0,0
105503,0,M,1,441000,1762110,48456,1575000,0.04622,-13234,-167,-1229,-3892,4,1,1,1,1,0,1,3,1,1,15,0,1,1,0,0,0
105504,0,M,0,202500,900000,46084.5,900000,0.010006,-19360,-8167,-3989,-2805,,1,1,0,1,0,0,2,2,1,10,0,0,0,0,0,0
105505,0,M,1,315000,1125000,33025.5,1125000,0.005002,-14700,-322,-4730,-2644,2,1,1,1,1,1,1,3,3,3,16,0,0,0,0,0,0
105506,1,F,1,162000,997335,35464.5,832500,0.006008,-16349,-9604,-5345,-4184,64,1,1,0,1,0,0,3,2,2,17,0,0,0,0,0,0
105507,0,F,0,445500,1143000,48555,1143000,0.018209,-18743,-3520,-5118,-2256,,1,1,1,1,0,0,2,3,3,12,0,0,0,0,0,0
105509,0,F,2,135000,117000,7816.5,117000,0.032561,-12519,-3494,-4877,-1752,,1,1,1,1,1,0,4,1,1,11,0,0,0,0,0,0
105510,0,F,0,76500,481176,26230.5,360000,0.018029,-10054,-167,-10028,-2702,,1,1,0,1,0,0,2,3,3,14,0,0,0,0,1,1
105511,0,M,1,225000,1006920,38484,900000,0.003818,-10932,-124,-5458,-2861,,1,1,1,1,1,0,3,2,2,8,0,0,0,0,0,0
105512,0,F,0,270000,770292,32764.5,688500,0.003813,-21809,-1118,-5831,-4744,,1,1,0,1,0,0,2,2,2,12,0,0,0,0,0,0
105513,0,F,0,135000,555273,16042.5,463500,0.003122,-23344,365243,-10885,-3227,,1,0,0,1,0,0,2,3,3,14,0,0,0,0,0,0
105516,0,F,0,180000,239850,23850,225000,0.00963,-24350,365243,-4473,-4852,,1,0,0,1,0,0,2,2,2,10,0,0,0,0,0,0
105517,0,F,0,90000,315000,13473,315000,0.028663,-20065,365243,-10482,-3030,,1,0,0,1,1,0,1,2,2,9,0,0,0,0,0,0
105518,0,M,0,157500,254700,17149.5,225000,0.018634,-24059,365243,-5402,-284,,1,0,0,1,0,0,2,2,2,11,0,0,0,0,0,0
105519,0,M,0,112500,862560,27823.5,720000,0.020713,-19154,-4381,-57,-2702,6,1,1,1,1,1,0,2,3,2,6,0,0,0,1,0,1
105520,0,M,1,225000,485640,39069,450000,0.020713,-15424,-2249,-5504,-5588,14,1,1,1,1,1,0,3,3,3,16,0,0,0,0,1,1
105521,0,F,0,112500,254700,24939,225000,0.032561,-24605,365243,-8039,-4405,,1,0,0,1,0,0,1,1,1,11,0,0,0,0,0,0
105522,0,F,1,157500,808650,23643,675000,0.019101,-21717,365243,-8109,-4146,,1,0,0,1,0,0,2,2,2,12,0,0,0,0,0,0
105523,0,M,0,247500,224136,23782.5,198000,0.020713,-11418,-2754,-5965,-2863,2,1,1,1,1,1,0,2,3,2,8,0,0,0,0,0,0
105524,0,F,0,157500,526491,29529,454500,0.011657,-12326,-1587,-647,-864,,1,1,0,1,0,0,2,1,1,15,1,1,0,0,0,0
105525,0,F,0,112500,675000,21775.5,675000,0.009657,-14925,-7826,-2571,-4035,,1,1,0,1,1,1,2,2,2,10,0,0,0,0,1,1
105526,0,F,0,229500,814041,23800.5,679500,0.032561,-11032,-3383,-11019,-685,,1,1,1,1,1,1,2,1,1,14,0,0,0,0,0,0
105527,0,F,0,135000,808650,26217,675000,0.009657,-19478,-1403,-10318,-2995,,1,1,0,1,0,0,2,2,2,13,0,1,1,0,1,1
105530,0,M,0,225000,269982,32170.5,238500,0.006233,-9917,-957,-4777,-2605,,1,1,0,1,0,0,2,2,2,13,0,0,0,0,0,0
105533,0,M,0,427500,1256400,36864,900000,0.006233,-17860,-2086,-4524,-1266,,1,1,0,1,0,0,2,2,2,17,0,0,0,0,0,0
105534,0,F,0,180000,315000,24885,315000,0.010276,-20340,-11282,-141,-3522,,1,1,1,1,0,0,2,2,2,11,0,0,0,0,0,0
105535,0,M,0,112500,270000,13500,270000,0.018801,-23593,365243,-6606,-4085,30,1,0,0,1,0,0,1,2,2,6,0,0,0,0,0,0
105536,0,F,0,180000,168102,12312,148500,0.02461,-19025,-2251,-4391,-2577,15,1,1,0,1,0,0,2,2,2,12,0,0,0,0,1,1
105537,0,M,0,27000,284400,9211.5,225000,0.009175,-13329,365243,-2574,-3034,,1,0,0,1,0,0,2,2,2,10,0,0,0,0,0,0
105538,0,F,1,144000,450000,22500,450000,0.035792,-15329,-4720,-3942,-5157,,1,1,0,1,0,0,3,2,2,16,0,0,0,0,0,0
105539,0,F,0,112500,104256,11074.5,90000,0.006008,-16062,-3222,-9028,-4430,,1,1,0,1,0,0,1,2,2,17,0,0,0,0,0,0
105540,0,M,0,112500,157500,16668,157500,0.030755,-20133,-3619,-9284,-3620,3,1,1,0,1,0,0,2,2,2,16,0,0,0,0,0,0
105541,0,M,1,292500,1312110,55593,1125000,0.032561,-13598,-1285,-7193,-4757,5,1,1,0,1,0,0,3,1,1,12,0,0,0,0,0,0
105542,0,M,0,225000,225000,17905.5,225000,0.026392,-15787,-1853,-1120,-4429,,1,1,0,1,0,0,2,2,2,9,0,0,0,0,0,0
105543,0,M,0,144000,1120500,32760,1120500,0.003818,-19467,-1758,-6738,-2579,,1,1,1,1,1,0,2,2,2,13,0,0,0,0,0,0
105544,1,F,1,76500,405000,15399,405000,0.006296,-15915,-785,-4743,-4599,,1,1,1,1,1,0,3,3,3,12,0,0,0,0,1,1
105545,0,F,1,112500,296280,15255,225000,0.005002,-16052,-3114,-8400,-4137,,1,1,0,1,0,0,2,3,3,16,0,0,0,0,0,0
105546,0,F,0,135000,832500,27643.5,832500,0.028663,-23547,365243,-4353,-4380,,1,0,0,1,1,0,2,2,2,12,0,0,0,0,0,0
105547,0,F,0,63000,227493,14836.5,207000,0.00733,-24864,365243,-4075,-4805,,1,0,0,1,0,0,1,2,2,13,0,0,0,0,0,0
105548,0,M,0,112500,313438.5,22711.5,283500,0.035792,-10845,-804,-4439,-3072,,1,1,0,1,1,0,2,2,2,11,0,0,0,1,1,0
105549,0,F,0,126000,1170000,32305.5,1170000,0.072508,-17569,-329,-7279,-1113,7,1,1,0,1,0,0,2,1,1,12,0,0,0,0,0,0
105550,0,F,0,94500,152820,16344,135000,0.030755,-15189,-1168,-6784,-4614,,1,1,0,1,0,0,2,2,2,19,0,0,0,0,1,1
105551,0,F,0,166500,239850,22540.5,225000,0.01885,-25102,365243,-5011,-5024,,1,0,0,1,0,0,2,2,2,10,0,0,0,0,0,0
105552,0,F,0,112500,582768,30303,540000,0.02461,-15002,-4393,-2431,-4117,,1,1,0,1,1,0,2,2,2,21,0,0,0,0,0,0
105553,0,M,1,450000,582768,46174.5,540000,0.019101,-10354,-1150,-134,-3037,17,1,1,0,1,0,0,3,2,2,11,0,0,0,1,1,0
105554,0,M,0,157500,993082.5,42205.5,913500,0.031329,-20010,-1026,-640,-3076,,1,1,0,1,0,0,2,2,2,12,0,0,0,0,0,0
105555,0,F,2,157500,497520,32521.5,450000,0.025164,-12557,-1431,-5493,-2868,,1,1,0,1,0,0,4,2,2,11,0,0,0,0,0,0
105556,0,F,0,157500,675000,26401.5,675000,0.026392,-19280,-530,-7882,-2826,,1,1,0,1,0,0,1,2,2,19,0,0,0,0,0,0
105557,0,M,1,112500,58500,4621.5,58500,0.026392,-12127,-421,-2843,-4234,14,1,1,0,1,0,0,3,2,2,9,0,0,0,0,0,0
105559,0,F,0,67500,508495.5,22527,454500,0.00496,-16900,-2462,-7518,-424,,1,1,0,1,0,0,2,2,2,15,0,0,0,0,1,1
